summons_number,plate_id,registration_state,plate_type,issue_date,violation_code,vehicle_body_type,vehicle_make,issuing_agency,street_code1,street_code2,street_code3,vehicle_expiration_date,violation_location,violation_precinct,issuer_precinct,issuer_code,issuer_command,issuer_squad,violation_time,violation_county,violation_in_front_of_or_opposite,house_number,street_name,date_first_observed,law_section,sub_division,days_parking_in_effect,from_hours_in_effect,to_hours_in_effect,vehicle_color,unregistered_vehicle?,vehicle_year,meter_number,feet_from_curb,issue_year,issue_month,violation_datetime,violation_hour,violation_minute
1283983679,M367CN,NY,PAS,2013-07-18,24,SDN,HYUND,H,0,0,0,20140510,79.0,79,976,101043,0976,0,0845A,K,F,,760 BROADWAY BROOKLY,0,408,D5,BBBBBBB,ALL,ALL,BLUE,0,2010,-,0,2013,July,2013-07-18 08:45:00,8.0,45.0
1283983734,GAR6813,NY,PAS,2013-07-18,24,SDN,TOYOT,H,0,0,0,20141008,79.0,79,976,101043,0976,0,0907A,K,F,,760 BROADWAY BROOKLY,0,408,D5,BBBBBBB,ALL,ALL,TAN,0,1998,-,0,2013,July,2013-07-18 09:07:00,9.0,7.0
1283983771,GEN8674,NY,PAS,2013-07-31,24,SDN,AUDI,X,0,0,0,20150331,79.0,79,976,101080,0976,0,0514P,K,F,,760 BDWAY BKLYN,0,408,D5,BBBBBBB,ALL,ALL,GOLD,0,0,-,0,2013,July,2013-07-31 17:14:00,17.0,14.0
1283983825,GAC2703,NY,PAS,2013-08-12,24,SDN,NISSA,X,23230,41330,83330,20140713,79.0,79,976,101080,0976,0,0656P,K,F,760,BWY,0,408,D5,BBBBBBB,ALL,ALL,WHITE,0,2012,-,0,2013,August,2013-08-12 18:56:00,18.0,56.0
1286036800,40793JY,NY,COM,2013-07-05,14,VAN,CHEVR,P,34190,10410,10510,0,13.0,13,13,944320,0013,0,1145P,,F,59,W 21 STREET,0,408,C,YYYYYYY,1100P,0600A,GREEN,0,1995,-,0,2013,July,2013-07-05 23:45:00,23.0,45.0
1286123550,GAD1485,NY,PAS,2013-08-12,20,SDN,VOLKS,T,28930,27530,29830,20140729,76.0,76,730,337777,T730,0,0546P,K,O,221,CONGRESS ST,0,408,D,BBBBBBB,ALL,ALL,WHITE,0,2012,-,0,2013,August,2013-08-12 17:46:00,17.0,46.0
1286246398,GFC5338,NY,PAS,2013-07-26,14,SDN,TOYOT,T,0,40404,40404,20150128,78.0,78,0,332116,BKTU,0,1142A,K,O,145,PROSPECT PKWAY,0,408,C,YYYYYYY,0800A,1000P,GRAY,0,2010,-,0,2013,July,2013-07-26 11:42:00,11.0,42.0
1286246416,815M342,MD,PAS,2013-07-30,20,SUBN,SATUR,T,0,0,0,20141288,88.0,88,0,332116,BKTP,0,0724A,K,,,N/S DEKALB AVE,0,408,D,YYYYYBB,0700A,1000A,GREEN,0,0,-,0,2013,July,2013-07-30 07:24:00,7.0,24.0
1286248000,GJA3452,NY,PAS,2013-07-23,14,SDN,KIA,T,73690,40430,48230,20140930,71.0,71,730,338558,T730,0,0758A,K,F,576,ROGERS AVE,0,408,J3,YYYYYBB,0700A,1000A,WH,0,2013,-,0,2013,July,2013-07-23 07:58:00,7.0,58.0
1286282330,YZY6476,NC,PAS,2013-07-29,20,SDN,NISSA,T,32030,75130,50830,20131088,81.0,81,730,332020,T730,0,0736A,K,F,702,DECATUR ST,0,408,E1,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,2013,July,2013-07-29 07:36:00,7.0,36.0
1286282342,WBJ819,LA,PAS,2013-08-07,17,SUBN,HONDA,T,0,0,0,20140488,81.0,81,730,332020,T730,0,0847A,K,,,N/S LINDEN ST,0,408,K2,BBBBBBB,0800A,0600P,TAN,0,0,-,0,2013,August,2013-08-07 08:47:00,8.0,47.0
1286289841,GAV9235,NY,PAS,2013-07-20,50,SDN,HONDA,T,0,0,0,20140705,28.0,28,730,331797,T730,0,1120A,K,,,N/S WILLOUGHBY AVE,0,408,L2,BBBBBBB,ALL,ALL,GY,0,2012,-,0,2013,July,2013-07-20 11:20:00,11.0,20.0
1286654920,ZTR66R,NJ,PAS,2013-07-18,50,SDN,N/S,T,0,0,0,0,1.0,1,0,346004,0SIC,0,1020A,NY,,,,0,408,C3,BBBBBBB,ALL,ALL,GRAY,0,0,-,0,2013,July,2013-07-18 10:20:00,10.0,20.0
1286799648,GDE3973,NY,PAS,2013-07-20,40,SDN,TOYOT,T,0,0,0,20141206,1.0,1,0,331825,MTPU,0,0324P,NY,,,E/S RIVER TER.,0,408,C,BBBBBBB,ALL,ALL,TN,0,2003,-,9,2013,July,2013-07-20 15:24:00,15.0,24.0
1286807062,P193871,IL,PAS,2013-08-10,40,SDN,SCIO,T,26630,40930,18630,0,71.0,71,730,338594,T730,0,1018A,K,O,11,CLARKSON AVE,0,408,D,BBBBBBB,ALL,ALL,BK,0,0,-,6,2013,August,2013-08-10 10:18:00,10.0,18.0
1286807475,GGL6608,NY,PAS,2013-07-26,40,SDN,NISSA,T,73650,60530,50630,20140930,90.0,90,730,346108,T730,0,0743A,K,O,143,ROEBLING ST,0,408,K2,BBBBBBB,ALL,ALL,WHT,0,2013,-,1,2013,July,2013-07-26 07:43:00,7.0,43.0
1286807633,84301JU,NY,COM,2013-07-19,14,P-U,DODGE,X,63030,74830,67030,20141031,79.0,79,730,345140,T730,0,0850A,K,F,737,MYRTLE AVE,0,408,I4,BBBBBBB,ALL,ALL,WH,0,2001,-,0,2013,July,2013-07-19 08:50:00,8.0,50.0
1286808807,HHG3545,PA,PAS,2013-08-06,20,SDN,TOYOT,T,21130,71330,89930,0,84.0,84,730,344784,T730,0,0915A,K,F,43,BRIDGE ST,0,408,I3,YYYYBBB,0800A,0600P,GR,0,0,-,0,2013,August,2013-08-06 09:15:00,9.0,15.0
1287320491,50097JX,NY,COM,2013-08-07,40,VAN,MERCU,T,23190,27290,20340,20140331,5.0,5,110,349476,T110,0,1023A,NY,O,124,HUDSON ST,0,408,E1,BBBBBBB,ALL,ALL,RD,0,2003,-,0,2013,August,2013-08-07 10:23:00,10.0,23.0
1287320570,GEJ9154,NY,PAS,2013-08-06,51,VAN,TOYOT,X,93230,74830,67030,20150321,79.0,79,110,349476,T110,0,1120A,K,O,436,WILLOUGHBY AVE,0,408,F7,BBBBBBB,ALL,ALL,GY,0,2013,-,0,2013,August,2013-08-06 11:20:00,11.0,20.0
1287517304,6B22924,ID,PAS,2013-07-22,20,SDN,VOLKS,T,36250,10610,10810,0,28.0,28,108,331847,T108,0,0521P,NY,F,238,W 124 ST,0,408,D,YYYYYYB,0800A,0600P,GY,0,0,-,0,2013,July,2013-07-22 17:21:00,17.0,21.0
1287517316,4135TE,ME,PAS,2013-07-22,14,SDN,TOYOT,T,0,0,0,0,26.0,26,108,331847,T108,0,0251P,NY,,,E/S CONVENT AVE,0,408,D,YYYYYYY,ALL,ALL,BL,0,0,-,0,2013,July,2013-07-22 14:51:00,14.0,51.0
1287518126,WMI,CT,PAS,2013-07-24,31,SUBN,ME/BE,T,34510,13610,10610,0,14.0,14,108,330898,T108,0,0410P,,O,142,W 37 ST,0,408,I3,YYYYYYB,ALL,ALL,BK,0,0,-,0,2013,July,2013-07-24 16:10:00,16.0,10.0
1287603671,P752957,OTHER,999,2013-07-20,85,DELV,VOLVO,T,17330,89740,9530,0,66.0,66,108,338568,T108,0,0246A,K,F,5810,BAY PARKWAY,20130719,408,C,BBBBBBB,ALL,ALL,,0,0,-,0,2013,July,2013-07-20 02:46:00,2.0,46.0
1287603683,P774757,IL,PAS,2013-03-20,85,TRLR,VOLVO,T,17330,89740,9530,0,66.0,66,108,338568,T108,0,0300A,K,O,5810,BAY PARKWAY,20130719,408,K5,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,2013,March,2013-03-20 03:00:00,3.0,0.0
1288135920,GFM8884,NY,OMS,2013-07-24,19,SUBN,ME/BE,X,0,40404,40404,20140930,84.0,84,0,881709,KINA,0,0105P,K,F,209,JORLEMON ST,0,408,F1,BBBBBBB,ALL,ALL,BLU,0,2013,-,0,2013,July,2013-07-24 13:05:00,13.0,5.0
1288259270,43517LA,NY,PAS,2013-08-02,18,SDN,CADIL,P,73720,26640,26670,20140331,46.0,46,401,906480,0401,0,0450P,NY,F,1135,WEBSTER AVE,0,408,F4,BBBBBBB,ALL,ALL,WHT,0,2004,-,0,2013,August,2013-08-02 16:50:00,16.0,50.0
1288360800,HYM4303,PA,PAS,2013-08-06,41,SDN,MITSU,P,29090,13113,13113,0,25.0,25,805,948345,0805,0,0618P,,O,50,PALADINO,0,408,D5,BBBBBBB,ALL,ALL,GRAY,0,0,-,0,2013,August,2013-08-06 18:18:00,18.0,18.0
1289971754,XDB4574,VA,PAS,2013-08-01,40,VAN,TOYOT,P,13610,34750,34770,20140731,,0,0,930825,0000,0,0730P,NY,F,1619,BROADWAY,0,408,I4,BBBBBBB,ALL,ALL,RED,0,2007,-,0,2013,August,2013-08-01 19:30:00,19.0,30.0
1290136210,GGW7930,NY,PAS,2013-07-25,74,SUBN,MAZDA,P,56600,52400,28280,20150609,120.0,120,120,942302,0120,0,0845A,R,O,29,YORK AVE,0,408,D,BBBBBBB,ALL,ALL,TAN,0,2002,-,0,2013,July,2013-07-25 08:45:00,8.0,45.0
1290834349,429J6JM,NY,COM,2013-07-23,46,DELV,INTER,P,0,40404,40404,0,107.0,107,107,947582,0107,0,1037A,Q,F,67-21,UTOPIA PWKY,0,408,F1,BBBBBBB,ALL,ALL,BR,0,1996,-,0,2013,July,2013-07-23 10:37:00,10.0,37.0
1290834362,GBC9079,NY,PAS,2013-07-27,98,SDN,MERCU,P,14490,24590,24690,20140726,107.0,107,107,947582,0107,0,0927A,,O,170-10,69 AVE,0,408,F2,BBBBBBB,ALL,ALL,GY,0,2012,-,0,2013,July,2013-07-27 09:27:00,9.0,27.0
1290834374,42587JW,NY,COM,2013-07-30,46,DELV,FORD,P,65590,25270,25340,20141219,107.0,107,107,947582,0107,0,1119A,Q,O,189-17,UNION TPK,0,408,F7,BBBBBBB,ALL,ALL,YELL,0,0,-,0,2013,July,2013-07-30 11:19:00,11.0,19.0
1290834386,SES174,OTHER,PAS,2013-08-15,19,SDN,NISSA,P,49690,25040,24990,0,107.0,107,107,947582,0107,0,1050A,Q,F,179-09,HILLSIDE AVE,0,408,K6,BBBBBBB,ALL,ALL,BK,0,0,-,0,2013,August,2013-08-15 10:50:00,10.0,50.0
1291204167,JCE3366,PA,PAS,2013-07-24,74,SUBN,FORD,P,14980,70030,73110,0,81.0,81,803,946127,0803,0,1015A,K,F,326,BAINBRIDGE ST,0,408,D5,BBBBBBB,ALL,ALL,GREY,0,0,-,0,2013,July,2013-07-24 10:15:00,10.0,15.0
1291521665,YANKYJAM,NY,PAS,2013-07-02,46,SDN,BMW,F,5430,9130,9180,20130510,72.0,72,114,916652,1114,0,0742P,K,,5113,4TH AVE,0,408,C,BBBBBBB,ALL,ALL,BLK,0,0,-,0,2013,July,2013-07-02 19:42:00,19.0,42.0
1291686332,47SB13,NY,999,2013-07-26,51,MCY,HARLE,P,50830,19230,80430,0,73.0,73,73,924450,0073,0,0459A,,F,303,THOMAS BOYLAND ST,0,408,K6,BBBBBBB,ALL,ALL,SILVE,0,0,-,0,2013,July,2013-07-26 04:59:00,4.0,59.0
1291896399,G24BLB,NJ,PAS,2013-07-19,40,SDN,INFIN,P,41900,49655,39693,20151020,120.0,120,446,907618,0446,0,1135A,R,O,257,OSGOOD AVE,0,408,K6,BBBBBBB,ALL,ALL,BK,0,2011,-,0,2013,July,2013-07-19 11:35:00,11.0,35.0
1291898384,GER8956,NY,SRF,2013-07-26,14,SDN,CHEVR,P,53000,17150,18510,20140930,120.0,120,496,933167,0496,0,0637P,R,F,265,VICTORY BLVD,0,408,J6,BBBBBBB,ALL,ALL,GRAY,0,2012,-,0,2013,July,2013-07-26 18:37:00,18.0,37.0
1291905236,85796MC,NY,COM,2013-07-26,17,DELV,ISUZU,P,33990,50300,22550,20140228,120.0,120,446,903295,0446,0,0105P,NY,F,9,HYATT ST,0,408,J2,BBBBBBB,ALL,ALL,WH,0,2013,-,0,2013,July,2013-07-26 13:05:00,13.0,5.0
1292755052,GBB7685,NY,PAS,2013-07-14,19,SDN,LEXUS,X,59990,16190,16295,20140831,112.0,112,0,429825,QNR0,0,0600P,Q,F,118-20,QUEENS BLVD,0,408,C3,BBBBBBB,ALL,ALL,WHITE,0,2013,-,0,2013,July,2013-07-14 18:00:00,18.0,0.0
6020309034,GEW4836,OTHER,PAS,2013-07-18,94,SDN,ACURA,X,0,0,0,20150424,,0,0,331702,T108,0,nan,,,,,0,408,5,YYYYYYY,ALL,ALL,GY,0,0,,0,2013,July,,,
1292755064,904YDS,CT,PAS,2013-07-14,19,SDN,VOLVO,X,54580,57790,8790,0,109.0,109,0,429825,QNR0,0,0610P,Q,F,36-26,MAIN ST,0,408,C,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,2013,July,2013-07-14 18:10:00,18.0,10.0
1292756792,GDX8921,OTHER,PAS,2013-07-15,19,SDN,HONDA,X,28790,18740,18840,20150418,115.0,115,0,0,N4CT,0,1053A,,F,94-07,ASTORIA BLVD,20130715,408,C3,BBBBBBB,ALL,ALL,SILVE,0,2003,-,0,2013,July,2013-07-15 10:53:00,10.0,53.0
1292757050,S206498,IL,PAS,2013-07-24,19,,BMW,X,0,40404,40404,0,105.0,105,0,0,0000,0,1014A,Q,F,,80FT KEW GARDENS ROA,0,408,J6,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,2013,July,2013-07-24 10:14:00,10.0,14.0
1293030739,GHG2484,NY,PAS,2013-08-11,46,,FORD,P,26440,20570,20630,20150530,105.0,105,105,940472,0105,0,0130A,Q,F,112-32,212 ST,0,408,J6,BBBBBBB,ALL,ALL,BK,0,2013,-,0,2013,August,2013-08-11 01:30:00,1.0,30.0
1293090530,GES3519,NY,PAS,2013-07-07,40,SDN,HONDA,F,70630,42730,13430,20150320,75.0,75,332,920198,5332,0,0312P,K,F,169,PINE ST,0,408,E2,BBBBBBB,ALL,ALL,BLACK,0,1997,-,0,2013,July,2013-07-07 15:12:00,15.0,12.0
1293094389,GDS9810,NJ,PAS,2013-06-20,31,SDN,BMW,P,24890,17990,18010,20141015,17.0,17,0,919860,0000,0,0532P,NY,O,570,LEXINGTON AVE,0,408,C,BBBBBBB,ALL,ALL,SILVE,0,2007,-,0,2013,June,2013-06-20 17:32:00,17.0,32.0
1293100924,64195MC,NY,COM,2013-06-20,46,VAN,WHITE,F,81330,20530,64330,20140930,84.0,84,226,919877,E226,0,0344P,K,F,409,STATE ST,0,408,F1,BBBBBBB,ALL,ALL,WHITE,0,1998,-,0,2013,June,2013-06-20 15:44:00,15.0,44.0
1293101140,54100JA,NY,COM,2013-07-05,40,P-U,FORD,F,21140,16940,41120,20130831,102.0,102,862,915438,4862,0,0115P,NY,F,83-30,118 ST,0,408,E2,BBBBBBB,ALL,ALL,,0,0,-,5,2013,July,2013-07-05 13:15:00,13.0,15.0
1293101151,54100JA,NY,COM,2013-07-05,46,P-U,FORD,F,21140,16940,41120,20130831,102.0,102,862,915438,4862,0,0115P,NY,F,83-30,118 ST,0,408,F1,BBBBBBB,ALL,ALL,,0,0,-,0,2013,July,2013-07-05 13:15:00,13.0,15.0
1293101758,GCF5651,NY,PAS,2013-05-24,17,SUBN,CHRYS,F,24990,15350,21790,20140911,1.0,1,10,920027,7010,0,0900A,NY,F,114,LIBERTY ST,0,408,C4,BBBBBBB,ALL,ALL,GREEN,0,2010,-,0,2013,May,2013-05-24 09:00:00,9.0,0.0
1293101783,GCF5651,NY,PAS,2013-06-24,14,SUBN,CHRYS,F,24990,15350,21790,20140911,1.0,1,30,919852,1030,0,0825A,NY,F,112,LIBERTY ST,0,408,C,BBBBBBB,ALL,ALL,TAN,0,2010,-,0,2013,June,2013-06-24 08:25:00,8.0,25.0
1293107761,4N11B,NY,OMT,2013-06-07,14,VAN,FORD,F,34310,10610,10810,20140228,20.0,20,430,912902,1430,0,0104A,NY,O,205,W 27TH ST,0,408,C,BBBBBBB,ALL,ALL,YELLO,0,2012,-,0,2013,June,2013-06-07 01:04:00,1.0,4.0
1293525560,T632455C,NY,SRF,2013-07-29,14,SDN,LINCO,P,39430,73690,67030,20140430,71.0,71,71,928263,0071,0,0805P,K,F,322,EMPIRE BLVD,0,408,C,BBBBBBB,ALL,ALL,GRY,0,2005,-,0,2013,July,2013-07-29 20:05:00,20.0,5.0
1293525625,GGP1847,NY,PAS,2013-07-29,46,SUBN,HONDA,P,0,0,0,20150428,71.0,71,71,928263,0071,0,0945P,K,,,N/E SIDE KINGSTON AV,0,408,E2,BBBBBBB,ALL,ALL,WHT,0,2013,-,0,2013,July,2013-07-29 21:45:00,21.0,45.0
1294202492,XD377T,NJ,PAS,2013-07-25,46,TRLR,MITSU,X,0,0,0,0,14.0,14,14,919144,0014,0,0953A,NY,F,,S/S JOSEPH P WARD ST,0,408,F1,BBBBBBB,ALL,ALL,WHT,0,0,-,0,2013,July,2013-07-25 09:53:00,9.0,53.0
1294364133,4BXK89,MD,PAS,2013-08-13,21,SDN,CHEVR,S,56590,60085,35290,0,101.0,101,0,958451,SI01,0,1145A,Q,F,2118,NAMEOKE AVENUE,0,408,D1,BYBBBBB,1130A,0100P,GREY,0,0,-,0,2013,August,2013-08-13 11:45:00,11.0,45.0
1294364145,IHR526,SC,PAS,2013-08-13,21,SDN,INFIN,S,50303,60085,35290,0,101.0,101,0,958451,SI01,0,1155A,Q,O,1529,HASSOCK STREET,0,408,D1,BYBBBBB,1130A,0100P,RED,0,0,-,0,2013,August,2013-08-13 11:55:00,11.0,55.0
1294712196,V71CRE,NJ,PAS,2013-07-02,17,SDN,TOYOT,P,14510,34990,35010,20141120,20.0,20,0,937061,TD01,0,0145A,,F,15,CENTRAL PARK WEST,0,408,C4,BBBBBBB,ALL,ALL,SILVE,0,0,-,0,2013,July,2013-07-02 01:45:00,1.0,45.0
1294712202,U95CLJ,OTHER,PAS,2013-08-04,17,SDN,HONDA,P,14510,34990,35010,20131010,20.0,20,0,937061,TD01,0,0220P,,O,15,CENTRAL PARK WEST,20130804,408,C3,BBBBBBB,ALL,ALL,GREY,0,0,-,0,2013,August,2013-08-04 14:20:00,14.0,20.0
1294712627,482YAO,CT,PAS,2013-08-07,17,SDN,ACURA,P,14510,34990,35010,0,20.0,20,860,905907,0860,0,0920A,NY,O,15,CENTRAL PARK WEST,0,408,E3,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,2013,August,2013-08-07 09:20:00,9.0,20.0
1294712731,H21CET,NJ,PAS,2013-07-21,17,SDN,AUDI,P,14510,35010,35030,0,20.0,20,0,930130,TD01,0,1100A,NY,O,25,CPW,0,408,E2,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,2013,July,2013-07-21 11:00:00,11.0,0.0
1294712755,GHF1267,NY,PAS,2013-07-21,16,VAN,CHRYS,P,14510,35010,35030,20150627,20.0,20,0,930130,TD01,0,0248P,NY,O,25,CPW,0,408,C3,BBBBBBB,ALL,ALL,BLUE,0,2002,-,0,2013,July,2013-07-21 14:48:00,14.0,48.0
1294712779,578032,NY,PAS,2013-07-30,17,SDN,AUDI,P,14510,34990,35010,20131218,20.0,20,0,930130,TD01,0,1203P,NY,O,15,CPW,0,408,E2,BBBBBBB,ALL,ALL,BLACK,0,2010,-,0,2013,July,2013-07-30 00:03:00,0.0,3.0
1294712780,SWANK,NH,PAS,2013-07-30,17,SDN,TOYOT,P,14510,34990,35010,0,20.0,20,0,930130,TD01,0,0129P,NY,O,15,CPW,0,408,C,BBBBBBB,ALL,ALL,SILVE,0,0,-,0,2013,July,2013-07-30 13:29:00,13.0,29.0
1294712792,GCX7943,NY,PAS,2013-07-30,17,SDN,AUDI,P,14510,34990,35010,20150314,20.0,20,0,930130,TD01,0,0133P,NY,O,15,CPW,0,408,E2,BBBBBBB,ALL,ALL,BLACK,0,1999,-,0,2013,July,2013-07-30 13:33:00,13.0,33.0
1294712809,JFG9230,PA,PAS,2013-07-30,17,SUBN,JEEP,P,14510,34990,35010,0,20.0,20,0,930130,TD01,0,0126P,NY,O,15,CPW,0,408,J2,BBBBBBB,ALL,ALL,BLUE,0,0,-,0,2013,July,2013-07-30 13:26:00,13.0,26.0
1294712810,M57BVG,NJ,PAS,2013-08-04,17,SDN,KIA,P,14510,34990,35010,0,20.0,20,0,919722,TD01,0,0430P,NY,O,15,CENTRAL PARK WEST,0,408,C3,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,2013,August,2013-08-04 16:30:00,16.0,30.0
1294712846,Z26CME,NJ,PAS,2013-08-04,19,SDN,,P,14510,35150,35170,0,20.0,20,0,919722,TD01,0,0520P,NY,O,91,CENTRAL PARK WEST,0,408,C,BBBBBBB,ALL,ALL,RED,0,0,-,0,2013,August,2013-08-04 17:20:00,17.0,20.0
1294712860,MYDOXIE,PA,PAS,2013-08-04,17,P-U,CHEVR,P,14510,35010,35030,0,20.0,20,0,930130,TD01,0,0235P,NY,O,25,CPW,0,408,C4,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,2013,August,2013-08-04 14:35:00,14.0,35.0
1294712895,UW6791,NJ,PAS,2013-08-11,17,SUBN,JEEP,P,14510,35010,35030,0,20.0,20,0,930130,TD01,0,0850A,NY,O,25,CPW,0,408,C4,BBBBBBB,ALL,ALL,GREEN,0,0,-,0,2013,August,2013-08-11 08:50:00,8.0,50.0
1294712901,GDZ4899,NY,PAS,2013-08-04,17,SUBN,CHRYS,P,14510,34990,35010,20150605,20.0,20,0,930130,TD01,0,0353P,NY,O,15,CPW,0,408,C4,BBBBBBB,ALL,ALL,RED,0,2002,-,0,2013,August,2013-08-04 15:53:00,15.0,53.0
1294712937,469ZKO,CT,PAS,2013-08-04,17,SDN,TOYOT,P,14510,34990,35010,0,20.0,20,0,930130,TD01,0,0229P,NY,O,15,CPW,0,408,C4,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,2013,August,2013-08-04 14:29:00,14.0,29.0
1294712950,GCF7473,NY,PAS,2013-08-04,17,SDN,HYUND,P,14510,35010,35030,20141125,20.0,20,0,930130,TD01,0,0233P,NY,O,25,CPW,0,408,C4,BBBBBBB,ALL,ALL,BLACK,0,2001,-,0,2013,August,2013-08-04 14:33:00,14.0,33.0
1294713012,GHJ9196,NY,PAS,2013-08-10,17,SDN,KIA,P,14510,35010,35030,20140930,20.0,20,860,916572,0860,0,0337P,NY,O,25,CENTRAL PARK WEST,0,408,C4,BBBBBBB,ALL,ALL,GRAY,0,0,-,0,2013,August,2013-08-10 15:37:00,15.0,37.0
1294713024,JMC510,NE,PAS,2013-08-24,17,SUBN,KIA,P,14510,35010,35030,0,20.0,20,860,916572,0860,0,0409P,NY,O,25,CENTRAL PARK WEST,0,408,C4,BBBBBBB,ALL,ALL,GREEN,0,0,-,0,2013,August,2013-08-24 16:09:00,16.0,9.0
1294713218,GFC8215,NY,PAS,2013-08-13,38,SUBN,CHEVR,P,0,35590,0,20150328,20.0,20,860,905907,0860,0,1200P,NY,O,1,CENTRAL PARK WEST ON,0,408,F1,BBBBBBB,ALL,ALL,BLACK,0,2012,-,0,2013,August,2013-08-13 00:00:00,0.0,0.0
1294713220,6417CO,CT,COM,2013-08-13,38,VAN,CHEVR,P,0,0,0,0,20.0,20,860,905907,0860,0,1203P,NY,,,N/E CO W 61 ST,0,408,I4,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,2013,August,2013-08-13 00:03:00,0.0,3.0
1294713255,GI2360,IN,PAS,2013-08-18,17,SDN,PONTI,P,14510,15715,34990,20140831,20.0,20,860,905907,0860,0,1055A,NY,O,1,CENTRAL PARK WEST,0,408,C4,BBBBBBB,ALL,ALL,SILVE,0,0,-,0,2013,August,2013-08-18 10:55:00,10.0,55.0
1294713267,YYY5043,NC,PAS,2013-08-18,17,P-U,SUZUK,P,14510,15715,34990,20140731,20.0,20,860,905907,0860,0,1109A,NY,O,1,CENTRAL PARK WEST,0,408,C4,BBBBBBB,ALL,ALL,GREY,0,0,-,0,2013,August,2013-08-18 11:09:00,11.0,9.0
